videoTitle,videoPlaylist,videoURL,videoView,videoType,dateDL,isAvailable
Naruto Shippuden Ending 19 | Place to Try (HD),Naruto Shippuden,https://youtube.com/watch?v=yiiQD66xsZE,1680226,Anime,2022-06-14,True
Naruto Shippuden Ending 20 | By My Side (HD),Naruto Shippuden,https://youtube.com/watch?v=bYN-JCrO_4E,1195231,Anime,2022-06-14,True
Naruto Shippuden Ending 21 | Cascade (HD),Naruto Shippuden,https://youtube.com/watch?v=KR8RXZdHmnE,2365537,Anime,2022-06-14,True
Naruto Shippuden Ending 24 | Sayonara Memory (HD),Naruto Shippuden,https://youtube.com/watch?v=vxMzWmwTr-g,1541584,Anime,2022-06-14,True
Naruto Shippuden Ending 33 | Kotoba no Iranai Yakusoku (HD),Naruto Shippuden,https://youtube.com/watch?v=1WIjnkMsc7E,3340688,Anime,2022-06-14,True
Naruto Shippuden OST 1 - Track 02 - Douten ( Heaven Shaking Event ),Naruto Shippuden,https://youtube.com/watch?v=JuFvlh9pcpw,13647599,Anime,2022-06-14,True
Naruto Shippuden OST- My Name,Naruto Shippuden,https://youtube.com/watch?v=D86itLlFeTs,18808107,Anime,2022-06-14,True
Naruto Shippuden OST - Departure To The Front Lines,Naruto Shippuden,https://youtube.com/watch?v=2ISfifczkgM,19102783,Anime,2022-06-14,True
Naruto Shippuden OST - The Guts To Never Give Up,Naruto Shippuden,https://youtube.com/watch?v=HKl1mx7UIbE,6215404,Anime,2022-06-14,True
Naruto Shippuden OST 1 - Track 01 - Shippuuden,Naruto Shippuden,https://youtube.com/watch?v=FKmlDX92IeQ,11831487,Anime,2022-06-14,True
Naruto Shippuden OST 1 - Track 04 - Sengunbanba ( Experienced Many Battles ),Naruto Shippuden,https://youtube.com/watch?v=cu_cq9WatBY,5873980,Anime,2022-06-14,True
Naruto Shippuden OST 1 - Track 05 - Denkousekka ( Lightning Speed ),Naruto Shippuden,https://youtube.com/watch?v=Qmf1l5z8kIQ,6462016,Anime,2022-06-14,True
Naruto Shippuden OST 1 - Track 07 - Utsusemi ( Man Of The World ),Naruto Shippuden,https://youtube.com/watch?v=qbXVmiFr4-8,5153827,Anime,2022-06-14,True
Naruto Shippuden OST 1 - Track 08 - Shutsujin ( Departure To The Front Lines ),Naruto Shippuden,https://youtube.com/watch?v=BoflShxmf_s,5929166,Anime,2022-06-14,True
Naruto Shippuden OST 1 - Track 13 - Kodoku ( Loneliness ),Naruto Shippuden,https://youtube.com/watch?v=pmbJ4zI788c,4446869,Anime,2022-06-14,True
Naruto Opening 1 | R★O★C★K★S (HD),Naruto,https://youtube.com/watch?v=4t__wczfpRI,9204032,Anime,2022-06-14,True
Naruto Opening 2 | Haruka Kanata (HD),Naruto,https://youtube.com/watch?v=SRn99oN1p_c,22532222,Anime,2022-06-14,True
Naruto Opening 3 | Kanashimi Wo Yasashisa Ni (HD),Naruto,https://youtube.com/watch?v=XwJEFzsqNoY,13293433,Anime,2022-06-14,True
Naruto Opening 4 | GO!!! (HD),Naruto,https://youtube.com/watch?v=xjBTNbEXbAA,19421380,Anime,2022-06-14,True
Naruto Opening 5 | Seishun Kyousoukyoku (HD),Naruto,https://youtube.com/watch?v=lilv4MvBY6E,13961341,Anime,2022-06-14,True
"Naruto Opening 6 | No Boy, No Cry (HD)",Naruto,https://youtube.com/watch?v=pWyoHrMzAZQ,7576061,Anime,2022-06-14,True
Naruto Opening 7 | Namikaze Satellite (HD),Naruto,https://youtube.com/watch?v=pY15k20Hqq0,6399362,Anime,2022-06-14,True
Naruto Opening 8 | Re:member (HD),Naruto,https://youtube.com/watch?v=yB2g22359Fg,5172701,Anime,2022-06-14,True
Naruto Opening 9 | Yura Yura (HD),Naruto,https://youtube.com/watch?v=-m8kR0FQ7Wk,7316014,Anime,2022-06-14,True
Naruto Ending 1 | Wind (HD),Naruto,https://youtube.com/watch?v=Oyhpwyrq1N0,7485386,Anime,2022-06-14,True
Naruto Ending 3 | Viva★Rock Japanese Side (HD),Naruto,https://youtube.com/watch?v=pZaRs2bvy4U,1305609,Anime,2022-06-14,True
Naruto Ending 4 | ALIVE (HD),Naruto,https://youtube.com/watch?v=jw6Rvy39_gc,483231,Anime,2022-06-14,True
Naruto Ending 5 | Ima Made Nando Mo (HD),Naruto,https://youtube.com/watch?v=ZKd5C6w7UvA,1011085,Anime,2022-06-14,True
Naruto Ending 6 | Ryuusei (HD),Naruto,https://youtube.com/watch?v=5z5-Ly_VbXk,745239,Anime,2022-06-14,True
Naruto Ending 7 | Mountain A Go Go Two (HD),Naruto,https://youtube.com/watch?v=_kjd_3viXu0,775702,Anime,2022-06-14,True
Naruto Ending 8 | Hajimete Kimi To Shabetta (HD),Naruto,https://youtube.com/watch?v=s2rCblHEYZs,486177,Anime,2022-06-14,True
Naruto Ending 9 | Nakushita Kotoba (HD),Naruto,https://youtube.com/watch?v=TPYBJUT3XNw,386916,Anime,2022-06-14,True
Naruto Ending 10 | Speed (HD),Naruto,https://youtube.com/watch?v=A7pi4-Et5lY,629435,Anime,2022-06-14,True
Naruto Ending 11 | Soba Ni Iru Kara (HD),Naruto,https://youtube.com/watch?v=b5DOukHM3WE,338923,Anime,2022-06-14,True
Naruto Ending 12 | Parade (HD),Naruto,https://youtube.com/watch?v=xfI6B1Auh-k,1340877,Anime,2022-06-14,True
Naruto Ending 13 | Yellow Moon (HD),Naruto,https://youtube.com/watch?v=xPNyvbkrFbY,432601,Anime,2022-06-14,True
Naruto Ending 14 | Pinocchio (HD),Naruto,https://youtube.com/watch?v=0gUrP6onHr8,243865,Anime,2022-06-14,True
Naruto Ending 15 | Scenario (HD),Naruto,https://youtube.com/watch?v=j65Koam6avI,611490,Anime,2022-06-14,True
Naruto Soundtrack - Naruto Main Theme,Naruto,https://youtube.com/watch?v=HQ0kEKKRWzk,18303288,Anime,2022-06-14,True
Naruto Soundtrack - The Raising Fighting Spirit,Naruto,https://youtube.com/watch?v=sNjtroPFQ1s,15846197,Anime,2022-06-14,True
Naruto OST 2 - Hinata vs Neji,Naruto,https://youtube.com/watch?v=e2tiZGy4z8U,3948630,Anime,2022-06-14,True
Naruto OST 2 - Alone,Naruto,https://youtube.com/watch?v=N4_wifjVkmA,2673240,Anime,2022-06-14,True
Naruto OST 2 - Avenger,Naruto,https://youtube.com/watch?v=NV29O-VEmZw,3096795,Anime,2022-06-14,True
Naruto Soundtrack - Grief And Sorrow,Naruto,https://youtube.com/watch?v=u2oql-D7euc,4219238,Anime,2022-06-14,True
Naruto OST - Tenten Theme,Naruto,https://youtube.com/watch?v=xGZH3djutZ8,2728430,Anime,2022-06-14,True
Naruto OST - Jiraiya Theme,Naruto,https://youtube.com/watch?v=t_9b1dTlXOQ,234730,Anime,2022-06-14,True
